ADDR,LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER
"Аминьевское шоссе, дом 14, корпус 3",55.713238,37.455651,7686869,"г. Москва, ш. Аминьевское, д. 14, к. 3",1963,02.03.2016 в 11:53,28.09.2006,1-510,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,80,80,0,3542.90,3524.50,18.40,0.00,5137.50,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 16",55.713943,37.453908,7686906,"г. Москва, ш. Аминьевское, д. 16",1970,27.02.2016 в 18:12,12.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,64,64,0,4239.30,2727.50,1511.80,0.00,4087.00,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 18, корпус 1",55.714653,37.453971,7686996,"г. Москва, ш. Аминьевское, д. 18, к. 1",1964,27.02.2016 в 18:18,25.08.2006,1-510,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,60,60,0,2635.10,2635.10,0.00,0.00,6590.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 18, корпус 2",55.714166,37.454519,7687015,"г. Москва, ш. Аминьевское, д. 18, к. 2",1963,27.02.2016 в 18:29,01.09.2006,1-510,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,80,80,0,3551.00,3532.00,19.00,0.00,3662.50,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 18, корпус 3",55.714262,37.455193,7687009,"г. Москва, ш. Аминьевское, д. 18, к. 3",1964,27.02.2016 в 18:35,11.11.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,80,80,0,3393.00,3393.00,0.00,0.00,3662.50,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 22",55.715398,37.453639,7687026,"г. Москва, ш. Аминьевское, д. 22",1966,27.02.2016 в 18:40,26.12.2008,1-515,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,60,60,0,2574.80,2574.80,0.00,0.00,1753.00,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 24",55.716002,37.452974,7687035,"г. Москва, ш. Аминьевское, д. 24",1961,27.02.2016 в 18:45,26.10.2006,Индивид.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,52,52,0,3063.00,2159.00,904.00,0.00,6340.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 26",55.716884,37.452803,7687047,"г. Москва, ш. Аминьевское, д. 26",1971,27.02.2016 в 18:50,16.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,Не заполнено,3,60,60,0,2474.80,2474.80,0.00,0.00,4950.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 28, корпус 1",55.717639,37.452246,7687065,"г. Москва, ш. Аминьевское, д. 28, к. 1",1960,27.02.2016 в 18:55,20.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,45,45,0,2439.00,2439.00,0.00,0.00,3525.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 28, корпус 2",55.717989,37.452624,7687079,"г. Москва, ш. Аминьевское, д. 28, к. 2",1960,28.02.2016 в 16:28,01.07.2009,индивидуальный,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,42,42,0,2390.30,2390.30,0.00,0.00,3525.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 28, корпус 3",55.717589,37.453154,7687194,"г. Москва, ш. Аминьевское, д. 28, к. 3",1959,27.02.2016 в 19:05,19.10.2006,индив,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,45,45,0,2382.00,2382.00,264.00,0.00,3525.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 30",55.718694,37.451797,7687213,"г. Москва, ш. Аминьевское, д. 30",1965,27.02.2016 в 19:09,05.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,76,76,0,3415.20,3257.10,158.00,0.00,4173.00,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Аминьевское шоссе, дом 34",55.720489,37.450989,7687237,"г. Москва, ш. Аминьевское, д. 34",1963,28.02.2016 в 16:53,05.10.2006,индив.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,60,60,0,2917.20,2518.50,398.70,0.00,3291.00,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 14, корпус 1",55.716184,37.455507,7689430,"г. Москва, ул. Инициативная, д. 14, к. 1",1958,07.03.2016 в 15:27,09.10.2006,Индив.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,4,1,3,36,36,0,2106.60,1966.20,140.00,0.00,2953.50,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 14, корпус 2",55.716544,37.45584,7689434,"г. Москва, ул. Инициативная, д. 14, к. 2",1958,07.03.2016 в 15:31,15.09.2006,Индив.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,4,1,3,36,36,0,2305.30,1972.00,333.00,0.00,2953.50,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 16, корпус 2",55.716448,37.454313,7689442,"г. Москва, ул. Инициативная, д. 16, к. 2",1960,07.03.2016 в 16:47,20.10.2006,Индив.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,4,80,80,0,4133.70,3405.50,728.20,0.00,2953.50,0.00,,A,Имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 16, корпус 3",55.717219,37.454869,7555409,"г. Москва, ул. Инициативная, д. 16, к. 3",1967,17.02.2016 в 10:51,01.04.2011,1605-АМ/5,Многоквартирный дом,На счете регионального оператора,"ООО ""УК КАПИТЕЛЬ""",http://www.reformagkh.ru/mymanager/profile/7554510/,Нет,5,5,3,60,60,0,2865.60,2593.60,0.00,0.00,0.00,0.00,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 16, корпус 4",55.71699,37.453477,7689447,"г. Москва, ул. Инициативная, д. 16, к. 4",1963,07.03.2016 в 16:54,13.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,57,57,0,2516.50,2462.70,53.90,0.00,5511.50,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 16, корпус 5",55.717107,37.454169,7689450,"г. Москва, ул. Инициативная, д. 16, к. 5",1966,07.03.2016 в 17:01,23.10.2006,1-511,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,60,60,0,2484.50,2484.50,0.00,0.00,5511.50,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
"Инициативная улица, дом 18",55.715844,37.453693,7689455,"г. Москва, ул. Инициативная, д. 18",1962,07.03.2016 в 17:08,24.10.2006,Индив.,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ г. Москвы ""Жилищник района Фили-Давыдково""",http://www.reformagkh.ru/mymanager/profile/7680834/,Нет,5,1,3,60,60,1,2481.30,2481.30,0.00,0.00,6340.00,0.00,,A,Не имеется,Не имеется,Не заполнено,Не заполнено
